LakeID,OfficialName,Town,LakeRegion,LakeArea,BasinArea,Elevation,MaxDepth,MeanDepth,OutletType,locationName,locationType,centerLatitude,centerLongitude
THOMPSONBURG,Unnamed Pond referred to by DEC as Thompsonburg,Londonderry,Green Mtn South,,,1310,,,,Thompsonburg Pond Londonderry,Pond,43.2,-72.78
THOMPSONS,Thompsons Pond,Pownal,Green Mtn South,28,548,1406,8,,ARTIFICIAL,Thompsons Pond Pownal,Reservoir,42.78,-73.18
THURMAN W. DIX,Thurman W. Dix Reservoir,Orange,North Central,123,5985,1276,24,11,NATURAL with ARTIFICIAL CONTROL,Thurman W. Dix Reservoir Orange,Lake (Artificial Control),44.18,-72.42
TICKLENAKED,Ticklenaked Pond,Ryegate,North Central,54,1444,885,51,16,NATURAL with ARTIFICIAL CONTROL,Ticklenaked Pond Ryegate,Lake (Artificial Control),44.1892294,-72.0987041
TILDYS,Tildys Pond (Clark Pond),Glover,North Central,33,1078,1233,24,13,NATURAL,Tildys Pond Glover,Pond,44.65,-72.2
TIMBER RIDGE,Unnamed Pond referred to by DEC as Timber Ridge,Windham,Green Mtn South,,,1920,,,,Timber Ridge Pond Windham,Pond,43.18,-72.72
TINY,Tiny Pond,Ludlow,Green Mtn South,29,616,1758,17,,NATURAL,Tiny Pond Ludlow,Pond,43.4603488,-72.724542
TOAD (CHARTN),Toad Pond,Charleston,NE Kingdom,22,2166,1146,4,,NATURAL,Toad Pond Charleston,Pond,44.8489373,-72.0475981
TOAD (MORGAN),Toad Pond,Morgan,NE Kingdom,12,576,1810,,,,Toad Pond Morgan,Pond,44.9206031,-71.9400961
TOWNSHEND,Townshend Reservoir,Townshend,Green Mtn South,108,177920,478,,,ARTIFICIAL,Townshend Reservoir Townshend,Reservoir,43.05,-72.7
TRACER,Unnamed Pond referred to by DEC as Tracer,Reading,East Central,,,1730,,,,Tracer Pond Reading,Pond,43.47,-72.62
TROUT BROOK,Unnamed Pond referred to by DEC as Trout Brook,Berkshire,Champlain ,5,1134,490,,,,Trout Brook Pond Berkshire,Pond,44.93,-72.78
TROY,Unnamed Pond referred to by DEC as Troy,Troy,NE Kingdom,,,690,,,,Troy Pond Troy,Pond,44.98,-72.4
TULIP,Unnamed Pond referred to by DEC as Tulip,Whitingham,Green Mtn South,,,1780,,,,Tulip Pond Whitingham,Pond,42.83,-72.83
TUNBRIDGE TROUT,Tunbridge Trout Pond,Tunbridge,East Central,5,229,1370,,,,Tunbridge Trout Pond Tunbridge,Pond,43.8584008,-72.456208
TURTLE,Turtle Pond,Holland,NE Kingdom,27,1228,1438,34,,NATURAL,Turtle Pond Holland,Pond,44.9933797,-71.9198182
TURTLEHEAD,Turtlehead Pond,Marshfield,North Central,69,3707,1279,18,7,NATURAL with ARTIFICIAL CONTROL,Turtlehead Pond Marshfield,Lake (Artificial Control),44.3258919,-72.330657
TUTTLE (BRUNWK),Tuttle Pond,Brunswick,NE Kingdom,14,176,994,,,,Tuttle Pond Brunswick,Pond,44.7064397,-71.6270329
TUTTLE (HARDWK),Tuttle Pond,Hardwick,North Central,21,342,1410,6,,NATURAL,Tuttle Pond Hardwick,Pond,44.5581086,-72.310105
TWIN,Twin Ponds,Brookfield,East Central,16,438,1208,,,,Twin Ponds Brookfield,Pond,44.0611747,-72.5795493
UNDERPASS,Underpass Pond,Morgan,NE Kingdom,3,314,1270,,,,Underpass Pond Morgan,Pond,44.8692149,-71.9020399
UNION,Unnamed Pond referred to by DEC as Union,Northfield,East Central,,,1430,,,,Union Pond Northfield,Pond,44.18,-72.72
UNKNOWN (AVYGOR),Unknown Pond,Avery's Gore,NE Kingdom,19,296,2330,,,NATURAL,Unknown Pond Avery's Gore,Pond,44.9106032,-71.8428726
UNKNOWN (FERDND),Unknown Pond,Ferdinand,NE Kingdom,12,186,1667,,,,Unknown Pond Ferdinand,Pond,44.6650522,-71.7214797
UPPER DANVILLE,Unnamed Pond referred to by DEC as Upper Danville,Danville,North Central,19,252,1960,,,,Upper Danville Pond Danville,Pond,44.43,-72.18
UPPER FRYING PAN,Unnamed Pond referred to by DEC as Upper Frying Pan,Eden,North Central,,,1390,,,,Upper Frying Pan Pond Eden,Pond,44.73,-72.6
UPPER HURRICANE,Upper Hurricane Reservoir,Hartford,East Central,4,76,1090,,,,Upper Hurricane Reservoir Hartford,Reservoir,43.65,-72.37
UPPER MOORE,Upper Moore Pond,Plymouth,West Central,3,203,1530,,,,Upper Moore Pond Plymouth,Pond,43.52,-72.72
UPPER SYMES,Upper Symes Pond,Ryegate,North Central,20,2035,910,5,,NATURAL,Upper Symes Pond Ryegate,Pond,44.25,-72.12
UPPER WINOOSKI,Unnamed Pond referred to by DEC as Upper Winooski,Winooski,Champlain ,10,176,290,,,,Upper Winooski Pond Winooski,Pond,44.5,-73.17
UPPER WORCESTER,Worcester Pond - Upper,Worcester,North Central,11,581,1090,,,,Worcester Pond - Upper Worcester,Pond,44.4053338,-72.5306657
VAIL,Vail Pond,Sutton,NE Kingdom,16,142,1493,,,,Vail Pond Sutton,Pond,44.7053286,-72.073432
VALLEY,Valley Lake (Dog Pond),Woodbury,North Central,88,472,1207,70,24,NATURAL with ARTIFICIAL CONTROL,Valley Lake Woodbury,Lake (Artificial Control),44.447,-72.441
VERGENNES WATERSHED,Vergennes Watershed,Bristol,Champlain ,15,101,381,,,,Vergennes Watershed Pond Bristol,Pond,44.15,-73.13
VERNON HATCHERY,Unnamed Pond referred to by DEC as Vernon Hatchery,Vernon,Green Mtn South,10,,300,,,,Vernon Hatchery Pond Vernon,Pond,42.75,-72.5
VERSHIRE-E,Unnamed Pond referred to by DEC as Vershire - E,Vershire,East Central,10,608,1130,,,,Vershire - E Pond Vershire,Pond,43.97,-72.25
VIEW,View Pond,Woodstock,East Central,4,216,990,,,,View Pond Woodstock,Pond,43.6014586,-72.5228716
VONDELL,Vondell Reservoir,Woodstock,East Central,10,405,1130,,,ARTIFICIAL,Vondell Reservoir Woodstock,Reservoir,43.63,-72.57
WAITS,Unnamed Pond referred to by DEC as Waits,Topsham,North Central,6,660,1110,,,,Waits Pond Topsham,Pond,44.08,-72.3
WALDEN-S,Unnamed Pond referred to by DEC as Walden - S,Walden,North Central,8,90,1550,,,,Walden - S Pond Walden,Pond,44.43,-72.23
WALKER (COVNTY),Walker Pond,Coventry,NE Kingdom,18,204,973,9,,NATURAL,Walker Pond Coventry,Pond,44.93,-72.27
WALKER (HUBDTN),Walker Pond,Hubbardton,West Central,13,312,1050,,,,Walker Pond Hubbardton,Pond,43.7425642,-73.140945
WALKER (NEWARK),Walker Pond,Newark,NE Kingdom,3,45,1750,,,,Walker Pond Newark,Pond,44.7408835,-71.9170398
WALLACE,Wallace Pond,Canaan,NE Kingdom,532,19382,1317,62,27,NATURAL with ARTIFICIAL CONTROL,Wallace Pond Canaan,Lake (Artificial Control),45.0119905,-71.6256445
WALLINGFORD,Wallingford Pond,Wallingford,West Central,87,1470,2165,28,7,NATURAL,Wallingford Pond Wallingford,Pond,43.4145161,-72.9095466
WALTON,Walton Pond,Woodbury,North Central,13,128,1312,,,,Walton Pond Woodbury,Pond,44.4450553,-72.4303852
WANTASTIQUET,Wantastiquet Pond,Weston,West Central,44,1201,1770,14,,ARTIFICIAL,Wantastiquet Pond Weston,Reservoir,43.3,-72.82
WAPANACKI,Wapanacki Lake,Wolcott,North Central,21,285,1270,23,,ARTIFICIAL,Wapanacki Lake Wolcott,Reservoir,44.5589417,-72.4006633
WARDEN,Warden Pond,Barnet,North Central,46,1085,993,68,30,NATURAL,Warden Pond Barnet,Pond,44.3300597,-72.0781505
WARNER,Unnamed Pond referred to by DEC as Warner,Jay,NE Kingdom,,,975,,,,Warner Pond Jay,Pond,44.98,-72.43
WATERBURY,Waterbury Reservoir,Waterbury,North Central,839,69760,592,100,,ARTIFICIAL,Waterbury Reservoir Waterbury,Reservoir,44.38,-72.77
WATERFORD-E,Unnamed Pond referred to by DEC as Waterford - E,Waterford,NE Kingdom,5,195,970,,,,Waterford - E Pond Waterford,Pond,44.4,-71.92
WATSON,Watson Pond,Calais,North Central,11,102,1190,,,,Watson Pond Calais,Pond,43.0748013,-72.5081447
WEATHERHEAD HOLLOW,Weatherhead Hollow,Guilford,Green Mtn South,33,620,711,10,5,ARTIFICIAL,Weatherhead Hollow Pond Guilford,Reservoir,42.73,-72.62
WEATHERSFIELD,Unnamed Pond referred to by DEC as Weathersfield,Weathersfield,East Central,,,968,,,,Weathersfield Pond Weathersfield,Pond,43.37,-72.47
WEAVER,Unnamed Pond referred to by DEC as Weaver,Grafton,Green Mtn South,12,334,780,,,,Weaver Pond Grafton,Pond,43.18,-72.57
WEST FAIRLEE,Unnamed Pond referred to by DEC as West Fairlee,West Fairlee,East Central,15,5956,690,,,,West Fairlee Pond West Fairlee,Pond,43.92,-72.23
WEST HILL,West Hill Pond,Cabot,North Central,46,1476,1135,13,,ARTIFICIAL,West Hill Pond Cabot,Reservoir,44.4177364,-72.3429895
WEST MOUNTAIN,West Mountain Pond,Maidstone,NE Kingdom,60,2311,1235,12,,NATURAL,West Mountain Pond Maidstone,Pond,44.6892181,-71.6620338
WEST TWIN,West Twin Pond,Athens,Green Mtn South,1,1,1150,,,,West Twin Pond Athens,Pond,43.13,-72.6
WESTFORD,Westford Pond,Westford,Champlain ,9,338,790,,,,Westford Pond Westford,Pond,44.5958824,-73.0648544
WESTMINSTER-E,Unnamed Pond referred to by DEC as Westminster - E,Westminster,Green Mtn South,16,60,233,,,,Westminster - E Pond Westminster,Pond,43.1,-72.45
WESTMINSTER-W,Unnamed Pond referred to by DEC as Westminster - W,Westminster,Green Mtn South,8,1121,800,,,,Westminster - W Pond Westminster,Pond,43.05,-72.53
WHEELER (BARTON),Wheeler Pond,Barton,NE Kingdom,15,742,1450,,,,Wheeler Pond Barton,Pond,44.7153349,-72.10115745
WHEELER (BRUNWK),Wheeler Pond,Brunswick,NE Kingdom,66,4159,1028,35,13,NATURAL,Wheeler Pond Brunswick,Pond,44.708384,-71.6395333
WHEELER (WOODBY),Wheeler Pond,Woodbury,North Central,4,64,1230,,,,Wheeler Pond Woodbury,Pond,44.43,-72.45
WHEELOCK,Wheelock Pond,Calais,North Central,4,128,1230,,,,Wheelock Pond Calais,Pond,44.4,-72.48
WHITCOMB,Whitcomb Pond,Williamstown,East Central,1,638,1170,,,,Whitcomb Pond Williamstown,Pond,44.12,-72.57
WHITEHOUSE,Whitehouse Pond,Vershire,East Central,5,29,1590,,,,Whitehouse Pond Vershire,Pond,43.98,-72.37
WILEY;,Unnamed Pond referred to by DEC as Wiley,Eden,North Central,,,1290,,,,Wiley Pond Eden,Pond,44.67,-72.53
WILLARD,Unnamed Pond referred to by DEC as Willard,Mount Tabor,West Central,,,2120,,,,Willard Pond Mount Tabor,Pond,43.38,-72.92
WILLIAMSTOWN-NE,Unnamed Pond referred to by DEC as Williamstown - NE,Williamstown,East Central,7,106,1490,,,,Williamstown - NE Pond Williamstown,Pond,44.13,-72.47
WILLOUGHBY,Lake Willoughby,Westmore,NE Kingdom,1687,12256,1170,308,140,NATURAL with ARTIFICIAL CONTROL,Lake Willoughby Westmore,Lake (Artificial Control),44.7519942,-72.0628763
WILMOT,Unnamed Pond referred to by DEC as Wilmot,Thetford,East Central,,,610,,,,Wilmot Pond Thetford,Pond,43.78,-72.23
WINDHAM,Unnamed Pond referred to by DEC as Windham,Stratton,Green Mtn South,,,2290,,,,Windham Pond Stratton,Pond,43.12,-72.93
WINHALL,Unnamed Pond referred to by DEC as Winhall,Stratton,Green Mtn South,16,150,2610,,,,Winhall Pond Stratton,Pond,43.1,-72.98
WINONA,Winona Lake (Bristol Pond),Bristol,Champlain ,248,2564,467,9,4,NATURAL with ARTIFICIAL CONTROL,Winona Lake Bristol,Lake (Artificial Control),44.1731125,-73.0870642
WOLCOTT,Wolcott Pond,Wolcott,North Central,74,920,1196,23,9,NATURAL with ARTIFICIAL CONTROL,Wolcott Pond Wolcott,Lake (Artificial Control),44.56532569,-72.42045722
WOODBURY,Unnamed Pond referred to by DEC as Woodbury,Woodbury,North Central,,,1155,,,,Woodbury Pond Woodbury,Pond,44.43,-72.42
WOODWARD,Woodward Reservoir,Plymouth,West Central,106,1878,1343,48,22,NATURAL with ARTIFICIAL CONTROL,Woodward Reservoir Plymouth,Lake (Artificial Control),43.56577923,-72.75853066
WORDEN,Unnamed Pond referred to by DEC as Worden,Marlboro,Green Mtn South,,,1545,,,,Worden Pond Malboro,Pond,42.9,-72.77
WRIGHT,Wright Reservoir,Hartford,East Central,4,53,1047,,,,Wright Reservoir Hartford,Reservoir,43.65,-72.35
WRIGHTSVILLE,Wrightsville Reservoir,East Montpelier,North Central,190,44008,620,19,,ARTIFICIAL,Wrightsville Reservoir East Montpelier,Reservoir,44.32345335,-72.57340942
YAW,Yaw Pond,Readsboro,Green Mtn South,2,2007,2010,,,,Yaw Pond Readsboro,Pond,42.8470252,-73.0131576
ZACK WOODS,Zack Woods Pond,Hyde Park,North Central,23,36,1179,55,,NATURAL,Zack Woods Pond Hyde Park,Pond,44.6106072,-72.5012221
